"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At","Artist Genres","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature"
"spotify:track:7sYXudDYZ0RPA3V8UPTNek","1","spotify:artist:3QpNnKSjUIIMwFei8h3eOj, spotify:artist:2Ub06wAIR1hERODcCkKhzx, spotify:artist:1Vi0Dq6hC56i3a6eVA9Y6g, spotify:artist:3DYTYYROw8SmsIAplPyysz","Petal Supply, umru, Himera, trndytrndy","spotify:album:6tu1J2ybOskhmlZ2xNEp2V","1","spotify:artist:3QpNnKSjUIIMwFei8h3eOj","Petal Supply","2021-03-26","https://i.scdn.co/image/ab67616d0000b27305f23af25896dab69edc0b88","1","1","705500","https://p.scdn.co/mp3-preview/94a8d5c4cac4e9f1e4290bac3d46fffd8259cd5d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","","2022-03-14T19:58:34Z","hyperpop,escape room,hyperpop,proto-hyperpop,deconstructed club,escape room,glitchcore,hyperpop","0.387","0.577","8","-4.716","1","0.0432","0.28","0.0946","0.284","0.441","120.017","4"
"spotify:track:2CYjj1aOZ7UBSxs6KjPckb","Last Minute","spotify:artist:6YMeCrTjUKwsXh9yhQJjEV","Kitty","spotify:album:2OUQyzHhXSkL0HirTEQMdm","Frostbite","spotify:artist:6YMeCrTjUKwsXh9yhQJjEV","Kitty","2014-11-18","https://i.scdn.co/image/ab67616d0000b2737e634d0fb7f8e55aa5c68e1c","1","1","255323","","true","24","","2022-03-14T15:56:43Z","escape room,hyperpop","0.637","0.779","5","-6.065","1","0.0358","0.183","0.541","0.739","0.317","125.981","4"
"spotify:track:77VKOwdGGp2ObwIIUVlosT","Moon","spotify:artist:1KvNXSn0FKGELFRpfm3ONi","Gabriela Robin","spotify:album:0eQvZKz4BZSlqcifV0iFyL","Turn a Gundam Original Motion Picture Soundtrack Ⅰ","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","1999-07-23","https://i.scdn.co/image/ab67616d0000b27396101fd9d970bef52e8cb3b7","1","9","315333","https://p.scdn.co/mp3-preview/533c1badf9e3b73c5fe2caf57b70c727163ad387?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","","2022-03-14T05:52:51Z","anime score","0.166","0.445","1","-12.904","0","0.0507","0.326","0.0404","0.0881","0.0881","68.187","4"
"spotify:track:34kPOXRbkcWUlFNNzcWDyT","Kisses","spotify:artist:5x6H8meBBWk6J8qcIWxW7w","Mango","spotify:album:6lGNnCm0H47o59L99rIk9F","Kisses EP","spotify:artist:5x6H8meBBWk6J8qcIWxW7w","Mango","2018-07-27","https://i.scdn.co/image/ab67616d0000b2736db9d37aae16c740fa209305","1","1","440058","https://p.scdn.co/mp3-preview/12fad10c4957350114717978c4e8b19556d3737e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","7","","2022-03-14T03:09:05Z","progressive trance house","0.604","0.871","0","-9.777","1","0.0369","0.038","0.885","0.0972","0.689","125.028","4"
"spotify:track:2QgalMxXAPc4bLqcNC7h3P","SHADOW","spotify:artist:30qGwXnygZNCzxjN7QsIR0","BABii","spotify:album:4LOTHiQAhGiEMXMBHYev3N","MiiRROR","spotify:artist:30qGwXnygZNCzxjN7QsIR0","BABii","2021-05-21","https://i.scdn.co/image/ab67616d0000b27334b700ebf8a005393fcc021f","1","6","155076","https://p.scdn.co/mp3-preview/f3bf62ee50068938ac166d685bac398e95c49947?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","","2022-03-14T03:05:55Z","escape room,hyperpop","0.713","0.538","0","-10.587","1","0.0316","0.0247","0.000185","0.12","0.16","130.002","4"
"spotify:track:5tJAGoIXg3ZKX7W6unLGMv","Broken Friendship Bracelet","spotify:artist:1Vi0Dq6hC56i3a6eVA9Y6g","Himera","spotify:album:4xkGcyQLAcoIluFdUCQd7M","More Than Friends","spotify:artist:1Vi0Dq6hC56i3a6eVA9Y6g","Himera","2020-09-04","https://i.scdn.co/image/ab67616d0000b2733da02cc743777b8f6b2f0a0d","1","1","140000","https://p.scdn.co/mp3-preview/c77f245824071129daff1b58c93c3960f16d2d32?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","","2022-03-14T03:05:37Z","deconstructed club,escape room,glitchcore,hyperpop","0.592","0.4","2","-14.981","1","0.0553","0.401","0.741","0.327","0.756","120.015","4"
"spotify:track:1TSoAXxFkZ1MszFRqTKxzC","Cut to the Feeling","spotify:artist:68fiKpJLoB94P1fLMZTZbC","Yawning Portal","spotify:album:10Y8JVNIisYJVdamHWMpF2","Heart & Earth","spotify:artist:68fiKpJLoB94P1fLMZTZbC","Yawning Portal","2020-11-06","https://i.scdn.co/image/ab67616d0000b2736c030d773d6869f043a7577a","1","5","244546","","false","0","","2022-03-14T03:05:27Z","deconstructed club,escape room,new isolationism","0.171","0.6","10","-5.933","1","0.0412","0.141","0.728","0.304","0.144","116.85","4"
"spotify:track:582gpRUX6LEVXbuCdgIDaq","サイバーバード","spotify:artist:1KvNXSn0FKGELFRpfm3ONi","Gabriela Robin","spotify:album:6vnGlRzjCpJdnojTZZojMc","攻殻機動隊 STAND ALONE COMPLEX O.S.T.2","spotify:artist:0lbYsAt8JNKNjttbncKg8i","Yoko Kanno","2011-03-30","https://i.scdn.co/image/ab67616d0000b273cffd3d7b2d383e9391eb2f18","1","1","358825","https://p.scdn.co/mp3-preview/4343493caf3253afbaecdc137d738ede982dbe14?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","","2022-03-14T01:39:42Z","anime score","0.341","0.909","7","-5.776","1","0.101","0.0335","0.142","0.212","0.325","153.888","4"
"spotify:track:6Gk4qs4VrUjxDMCmuQbEgQ","crazy4u!","spotify:artist:59e7YxjDTqYuyxi0kTt4fL","Dazegxd","spotify:album:6bnON6CC4EYZfrHA48ZUEw","crazy4u!","spotify:artist:59e7YxjDTqYuyxi0kTt4fL","Dazegxd","2022-02-16","https://i.scdn.co/image/ab67616d0000b273f8d1628a8d0e4b80b3a441cd","1","1","199111","https://p.scdn.co/mp3-preview/725bf4714c1bff137acafa905c8d0cafd84128f8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","","2022-03-12T22:31:41Z","glitchbreak,glitchcore","0.59","0.659","9","-9.218","1","0.233","0.0502","0","0.311","0.0898","134.93","4"
"spotify:track:3uexwXJFkOVHkmulr3IiLc","departure","spotify:artist:3xEXDFJiPyIS1oC1xYX06F, spotify:artist:0sGvH1VL3n3Dn6rvDu2KhX","UNIT KAI, acounta","spotify:album:2gosUSZpSN0zTv9WYF8HCj","departure","spotify:artist:3xEXDFJiPyIS1oC1xYX06F, spotify:artist:0sGvH1VL3n3Dn6rvDu2KhX","UNIT KAI, acounta","2020-11-30","https://i.scdn.co/image/ab67616d0000b2732e2ee58671adfcad4ac9b1b3","1","1","151058","https://p.scdn.co/mp3-preview/08df092bd86e7d2e2fb1e3263cd3c2bc99d2c4d2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","","2022-03-12T22:27:54Z","glitchbreak","0.615","0.828","6","-5.781","1","0.0307","0.0628","0.93","0.128","0.569","128.712","4"
"spotify:track:5K9tfeoiztw94dyWzF39jq","moment","spotify:artist:31ijgiurmIPTNojkYQXdnl","Vierre Cloud","spotify:album:4FehFP4tVEFyT75LCTHl7m","moment","spotify:artist:31ijgiurmIPTNojkYQXdnl","Vierre Cloud","2019-12-19","https://i.scdn.co/image/ab67616d0000b273716278881a0a609adf14ffc5","1","1","129543","https://p.scdn.co/mp3-preview/ce83adc330a7b6047c635f3e40e50aa1369949ab?cid=9950ac751e34487dbbe027c4fd7f8e99","false","84","","2022-03-11T07:28:19Z","sped up,weirdcore","0.544","0.855","6","-7.461","1","0.093","0.0426","0.157","0.167","0.517","171.349","4"
"spotify:track:1TSufO8hiEMKE3BSeY1EFs","Perfect","spotify:artist:4lDzMjsz7xLw4CFmfWJmWJ, spotify:artist:3x2XRFCUMHeXZ9uRit3pKu, spotify:artist:55V12vVIemdvh4AYO9qCZa","Capoxxo, oaf1, Dreamcache","spotify:album:5iZlvMMWfchz7ASveC3p8Q","Perfect","spotify:artist:4lDzMjsz7xLw4CFmfWJmWJ","Capoxxo","2020-04-18","https://i.scdn.co/image/ab67616d0000b2736284b2b020e7676123552381","1","1","137247","https://p.scdn.co/mp3-preview/fe02ab0808f48c93f4ad88db084eb7a57071c28b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","","2022-02-24T01:55:48Z","glitchcore,hyperpop,glitchcore,hyperpop","0.445","0.968","8","-3.545","0","0.0471","0.000141","0.902","0.937","0.942","160.997","4"
"spotify:track:1Z7DlH9AeV59TyD0LQTvNi","Cautious","spotify:artist:68tKVjVvcqUfKFFLr2j0Ek","Emarosa","spotify:album:5QJllrmYgOY5k5qWegblAX","Peach Club","spotify:artist:68tKVjVvcqUfKFFLr2j0Ek","Emarosa","2019-02-08","https://i.scdn.co/image/ab67616d0000b2739b99d9650530e72b042e4c31","1","3","195133","https://p.scdn.co/mp3-preview/ecafe57d934d2585c996e166dcc9d3ca1cacecea?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","","2022-02-09T18:55:15Z","lexington ky indie,metalcore,pop punk,post-hardcore,progressive post-hardcore,screamo","0.535","0.91","10","-4.26","1","0.0511","0.014","0.000001","0.0698","0.528","89.985","4"
"spotify:track:2Io56KI8ypGHWHMKuooLJm","Lost","spotify:artist:6t7WH6Cjdw9XQpzruqFwbf, spotify:artist:7voDe4uaFj9LDJagmp8THT, spotify:artist:0CIFHVdaET171Vsc2ZGRep","Mordrez, Rezin, Tajin","spotify:album:0CMfsryTEFjX8Ja6iyUkjR","Lost","spotify:artist:6t7WH6Cjdw9XQpzruqFwbf, spotify:artist:7voDe4uaFj9LDJagmp8THT, spotify:artist:0CIFHVdaET171Vsc2ZGRep","Mordrez, Rezin, Tajin","2021-03-05","https://i.scdn.co/image/ab67616d0000b2731596fbe694043388f7ff0a0e","1","1","248250","https://p.scdn.co/mp3-preview/8ae0efa9d03cfd428dbe84e0716713d7f6622dd9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","19","","2022-02-01T22:02:39Z","pakistani electronic","0.386","0.72","1","-4.597","1","0.0522","0.459","0","0.0762","0.411","75.075","4"
"spotify:track:3b7glFrZPpSmYR4kYBb9Yw","Drive (feat. Tilian)","spotify:artist:5CdJjUi9f0cVgo9nFuJrFa, spotify:artist:2Wzb0u138rgoZQTK3ytknT, spotify:artist:2hj2E6c3lMHm5QlqsQFI04","Adventure Club, BEAUZ, Tilian","spotify:album:28RTBB5CBmmiaQcXv3kOnD","Drive (feat. Tilian)","spotify:artist:5CdJjUi9f0cVgo9nFuJrFa, spotify:artist:2Wzb0u138rgoZQTK3ytknT, spotify:artist:2hj2E6c3lMHm5QlqsQFI04","Adventure Club, BEAUZ, Tilian","2021-10-29","https://i.scdn.co/image/ab67616d0000b2738a0af04e8efeaaca85b6096b","1","1","199203","https://p.scdn.co/mp3-preview/bded33ebeaace32370cc34c3b2b81a12481e1b6c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","","2022-01-30T04:56:57Z","brostep,canadian electronic,edm,electro house,electronic trap,electropop,filthstep,future bass,melodic dubstep,pop dance,pop edm,pop dance,pop edm,progressive post-hardcore","0.536","0.851","2","-3.994","1","0.0696","0.18","0.00000116","0.122","0.535","150.061","4"
"spotify:track:5I1tePX3BffsnavEANSQUF","Hold On","spotify:artist:2hj2E6c3lMHm5QlqsQFI04","Tilian","spotify:album:0ql14uIsi4li8OQFcyUZv9","The Skeptic","spotify:artist:2hj2E6c3lMHm5QlqsQFI04","Tilian","2018-09-28","https://i.scdn.co/image/ab67616d0000b273a156591c16e5f49b8a0dd152","1","5","189405","https://p.scdn.co/mp3-preview/b0902909922c973678bf99c37c19c5e783335d45?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","","2022-01-30T04:56:20Z","progressive post-hardcore","0.531","0.839","4","-5.24","1","0.0354","0.00461","0.00000809","0.179","0.622","135.97","4"
"spotify:track:1UcOFGqmfIxiSQ7BZMkikG","HeartFelt","spotify:artist:2hj2E6c3lMHm5QlqsQFI04","Tilian","spotify:album:1IfmF7FbntWdiE5suwfbbU","Perfect Enemy","spotify:artist:2hj2E6c3lMHm5QlqsQFI04","Tilian","2015-11-27","https://i.scdn.co/image/ab67616d0000b2734057be5f937ee558195ff18d","1","7","218000","https://p.scdn.co/mp3-preview/add4886a542997cbd0afc3ff6f2374bd20a6b3b2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","","2022-01-30T04:56:18Z","progressive post-hardcore","0.564","0.883","4","-3.355","0","0.0531","0.00505","0","0.0641","0.696","120.009","4"
"spotify:track:2Qo16mkkHuu8qayp2JN32R","Cocky","spotify:artist:2hj2E6c3lMHm5QlqsQFI04","Tilian","spotify:album:0ql14uIsi4li8OQFcyUZv9","The Skeptic","spotify:artist:2hj2E6c3lMHm5QlqsQFI04","Tilian","2018-09-28","https://i.scdn.co/image/ab67616d0000b273a156591c16e5f49b8a0dd152","1","2","214006","https://p.scdn.co/mp3-preview/80ecb2404c1ec0695959c02ffcc29e2f81a7a134?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","","2022-01-30T00:55:38Z","progressive post-hardcore","0.583","0.914","7","-5.074","1","0.0359","0.111","0","0.16","0.923","100.013","4"
"spotify:track:7boiFhcGcfE3DRMvM5nJkD","seer","spotify:artist:3LwiPwIJNshV4ItekGcIMo","8485","spotify:album:4vE4Kr73Pai0UGZ98J4tW6","plague town","spotify:artist:3LwiPwIJNshV4ItekGcIMo","8485","2021-04-14","https://i.scdn.co/image/ab67616d0000b2737b0736d8c70ab4d277152761","1","3","169299","https://p.scdn.co/mp3-preview/f4add912dd7eea6a30114bc3dc0912686de728aa?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","","2022-01-11T19:53:38Z","escape room,glitchcore,hyperpop","0.533","0.685","3","-6.431","1","0.0409","0.242","0.00000618","0.205","0.227","189.969","4"
"spotify:track:6rYBRpj2tKN3pTnrugVuZF","Domino","spotify:artist:0XblvrTo6mnHOxWIP1t5T6","Hail The Sun","spotify:album:5DGfTPWaXmfdiwlUOBzZdh","New Age Filth","spotify:artist:0XblvrTo6mnHOxWIP1t5T6","Hail The Sun","2021-04-16","https://i.scdn.co/image/ab67616d0000b273212221a0dffa730ba07a4de6","1","1","264646","https://p.scdn.co/mp3-preview/00d02d02a079ff54fa878e9cc8fa3db418d80531?cid=9950ac751e34487dbbe027c4fd7f8e99","true","48","","2022-01-10T04:44:35Z","dreamo,progressive post-hardcore,swancore","0.166","0.975","3","-3.238","0","0.157","0.000365","0.00667","0.177","0.275","187.934","3"
"spotify:track:6jpOBR3LYHqSmdVui1FEtv","Transient","spotify:artist:4YW1GDcW9hobRPMDi8v6XH","Makari","spotify:album:7mNlkqcmP0Ws35MA5FZ1tt","Hyperreal","spotify:artist:4YW1GDcW9hobRPMDi8v6XH","Makari","2018-08-03","https://i.scdn.co/image/ab67616d0000b2732e5ca6cec82aaddea74ab46d","1","3","270000","https://p.scdn.co/mp3-preview/13ca442f7432a77590675e33100805423524b64c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","","2022-01-10T04:24:12Z","progressive post-hardcore,swancore","0.455","0.889","9","-2.79","1","0.055","0.00105","0.000359","0.152","0.38","124","4"
"spotify:track:0etWURxRjSdJfNXgZhJCND","pure","spotify:artist:3LwiPwIJNshV4ItekGcIMo","8485","spotify:album:4vE4Kr73Pai0UGZ98J4tW6","plague town","spotify:artist:3LwiPwIJNshV4ItekGcIMo","8485","2021-04-14","https://i.scdn.co/image/ab67616d0000b2737b0736d8c70ab4d277152761","1","4","155115","https://p.scdn.co/mp3-preview/e4e536b8a67d9cf46d278cc9657d2d0be1515c4f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","","2022-01-07T01:48:10Z","escape room,glitchcore,hyperpop","0.642","0.258","1","-12.61","1","0.0337","0.897","0","0.102","0.281","129.946","4"
"spotify:track:6Ewyok9z8qAUkjQ3baMsV5","Brass","spotify:artist:7LmcaXyceaJ8v52wb1DslL","Dizzy Spells","spotify:album:2rx0RZsCr57uaxAKzr0fBL","Brass","spotify:artist:7LmcaXyceaJ8v52wb1DslL","Dizzy Spells","2018-07-20","https://i.scdn.co/image/ab67616d0000b2731c376834b78db19224a47350","1","1","233707","https://p.scdn.co/mp3-preview/3176f63d65806d87d0b8a3aad2628f6f0e097f81?cid=9950ac751e34487dbbe027c4fd7f8e99","false","15","","2022-01-01T10:04:41Z","","0.5","0.769","3","-6.147","1","0.0416","0.00763","0.000295","0.313","0.453","75.977","4"
"spotify:track:1bopcfIlEQJNBOdUqcH1oo","Pool","spotify:artist:7LmcaXyceaJ8v52wb1DslL","Dizzy Spells","spotify:album:0QTziKoYpUuXZ6z8FmlNCQ","A Fearful Leap Into the Dark","spotify:artist:7LmcaXyceaJ8v52wb1DslL","Dizzy Spells","2020-11-20","https://i.scdn.co/image/ab67616d0000b273cf8c0ff34f8cc2ca9798da29","1","3","216744","https://p.scdn.co/mp3-preview/43c2cf05bb68ab910bf55d632e4cc7e5e33ec412?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","","2022-01-01T09:55:06Z","","0.748","0.83","5","-5.42","1","0.0393","0.138","0.0000209","0.114","0.714","127.972","4"
"spotify:track:0hY241ANWXJ3i3swHVMhFT","Sleepy Day","spotify:artist:2yUWOpQpimsvwZspaCq1Ut","Another Kid","spotify:album:4lTlIvGBegAzL7kfuLu9aL","Sleepy Day","spotify:artist:2yUWOpQpimsvwZspaCq1Ut","Another Kid","2021-09-07","https://i.scdn.co/image/ab67616d0000b273543a99192477b217b651152b","1","1","102408","https://p.scdn.co/mp3-preview/40e89594d84a36d1b1932d8b65551b890ee48d89?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","","2021-12-14T01:33:38Z","","0.432","0.186","1","-18.418","0","0.0381","0.855","0.917","0.111","0.351","130.839","1"
"spotify:track:6Ao5d7TMQ92h87jQqSHGyw","Kyle (I Found You)","spotify:artist:4oLeXFyACqeem2VImYeBFe","Fred again..","spotify:album:6o86bV7TAt5x4exc2qLDqC","Actual Life (April 14 - December 17 2020)","spotify:artist:4oLeXFyACqeem2VImYeBFe","Fred again..","2021-04-15","https://i.scdn.co/image/ab67616d0000b2730f0e63e38a0ea92314ab9d7f","1","2","196071","https://p.scdn.co/mp3-preview/1efe6cca5cee412e16aa6035fda6ffe722fee565?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","","2021-12-10T06:35:44Z","","0.76","0.669","5","-9.105","0","0.285","0.0757","0.0215","0.77","0.215","112.023","4"
"spotify:track:5Z8Dj3LtbyCMiwE86rhg2f","Marea (We’ve Lost Dancing)","spotify:artist:4oLeXFyACqeem2VImYeBFe, spotify:artist:4TvhRzxIL1le2PWCeUqxQw","Fred again.., The Blessed Madonna","spotify:album:6o86bV7TAt5x4exc2qLDqC","Actual Life (April 14 - December 17 2020)","spotify:artist:4oLeXFyACqeem2VImYeBFe","Fred again..","2021-04-15","https://i.scdn.co/image/ab67616d0000b2730f0e63e38a0ea92314ab9d7f","2","1","285375","https://p.scdn.co/mp3-preview/c39ab780789382b38e1ee70268a44071d88420df?cid=9950ac751e34487dbbe027c4fd7f8e99","false","71","","2021-12-10T06:35:41Z","","0.761","0.781","5","-6.778","0","0.141","0.0681","0.108","0.0607","0.473","123.023","4"
"spotify:track:521n5wagIZ1522mA2ynHDL","Tate (How I Feel)","spotify:artist:4oLeXFyACqeem2VImYeBFe","Fred again..","spotify:album:0SFtIrRytNI4kcf93Tbhdf","Actual Life 2 (February 2 - October 15 2021)","spotify:artist:4oLeXFyACqeem2VImYeBFe","Fred again..","2021-11-19","https://i.scdn.co/image/ab67616d0000b273a871bc3a84418ad1240a5d4e","1","6","222250","https://p.scdn.co/mp3-preview/b91300b8d3476268481d376e6485109270de5aaf?cid=9950ac751e34487dbbe027c4fd7f8e99","true","52","","2021-12-09T03:46:19Z","","0.781","0.765","0","-8.228","1","0.221","0.163","0.00112","0.903","0.64","125.197","4"
"spotify:track:5DHSlpd0MX9DfnoAQqolfa","Julia (Deep Diving)","spotify:artist:4oLeXFyACqeem2VImYeBFe","Fred again..","spotify:album:2HJCdduuXbN70tTNQyuFQn","Julia (Deep Diving)","spotify:artist:4oLeXFyACqeem2VImYeBFe","Fred again..","2020-11-23","https://i.scdn.co/image/ab67616d0000b2733e2d9b0b221ab55f28051f0a","1","1","274500","https://p.scdn.co/mp3-preview/3917fcbc4f32d07eabe24cc5ec3cceb794e8426b?cid=9950ac751e34487dbbe027c4fd7f8e99","true","50","","2021-12-09T03:40:02Z","","0.657","0.696","6","-8.889","1","0.119","0.157","0.349","0.323","0.238","127.999","4"
"spotify:track:1sSGij1lJnIFyCKrTmys32","BLOOD X","spotify:artist:6SGVSqPxYUYa885J3dtXQu","SAGEISKAMI","spotify:album:3mkXnT18yDAq3eEVzhazC8","ASHES OF GHOST$","spotify:artist:6SGVSqPxYUYa885J3dtXQu","SAGEISKAMI","2021-09-14","https://i.scdn.co/image/ab67616d0000b2733c4e51afe10d7baaa7957d7b","1","2","73411","https://p.scdn.co/mp3-preview/383a47c83f6957951d244a3481e867f7e84e1e0e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","","2021-12-02T01:18:32Z","","0.531","0.952","2","-6.03","1","0.0374","0.000998","0.701","0.169","0.432","169.968","4"
"spotify:track:1SQlPrt31nvKHvPVi13kUn","1 LAST KI$$","spotify:artist:6SGVSqPxYUYa885J3dtXQu","SAGEISKAMI","spotify:album:3mkXnT18yDAq3eEVzhazC8","ASHES OF GHOST$","spotify:artist:6SGVSqPxYUYa885J3dtXQu","SAGEISKAMI","2021-09-14","https://i.scdn.co/image/ab67616d0000b2733c4e51afe10d7baaa7957d7b","1","3","278967","https://p.scdn.co/mp3-preview/001c058fc25a2d1491c06889ad17c1420fd7c29a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","23","","2021-12-02T01:18:12Z","","0.357","0.538","4","-17.769","1","0.114","0.912","0.389","0.113","0.328","112.204","4"
"spotify:track:2ws8Ki5h7KjogxdGcVyexc","yoyo","spotify:artist:7dqb1363wqRxJw9RfgQeo3","i9bonsai","spotify:album:4aSnYsUDyITRhvIzERd1lW","yoyo","spotify:artist:7dqb1363wqRxJw9RfgQeo3","i9bonsai","2021-10-27","https://i.scdn.co/image/ab67616d0000b273d3b8c71eb75b3e48144d8efa","1","1","96000","https://p.scdn.co/mp3-preview/369f089e1a0edfdf310dc0dfaa9df605e446cd48?cid=9950ac751e34487dbbe027c4fd7f8e99","false","33","","2021-12-01T06:26:17Z","glitchcore,hyperpop,sigilkore","0.632","0.902","2","-6.992","0","0.0639","0.00348","0.00301","0.576","0.287","90.029","4"
"spotify:track:3KktouXFuXqRElSCFaZDBe","taro","spotify:artist:7dqb1363wqRxJw9RfgQeo3","i9bonsai","spotify:album:1PHBMLunS9sagpGJX7kTjK","taro","spotify:artist:7dqb1363wqRxJw9RfgQeo3","i9bonsai","2021-11-26","https://i.scdn.co/image/ab67616d0000b27308509e9660a1324406d8e755","1","1","184931","https://p.scdn.co/mp3-preview/5df709ca344acd772bdafb2c77c0db159ff6ce49?cid=9950ac751e34487dbbe027c4fd7f8e99","true","38","","2021-12-01T06:04:36Z","glitchcore,hyperpop,sigilkore","0.518","0.686","10","-9.051","1","0.0382","0.0897","0.00000514","0.541","0.709","144.748","4"
"spotify:track:3VUPk0XASJ8a0HDyj4omX5","ARCADE NIGHT","spotify:artist:1NfT4THLhxNASM4xVImfNg, spotify:artist:43CwK7mj1NRZuXaC9SO6Zj","AIKA, Hikaru Station","spotify:album:3c8kfHbvA1fbSC52TxEWPI","ARCADE NIGHT","spotify:artist:1NfT4THLhxNASM4xVImfNg","AIKA","2021-08-06","https://i.scdn.co/image/ab67616d0000b2730ca3f5b4482504bdcba38fff","1","1","239250","https://p.scdn.co/mp3-preview/7e4562cbc0d565576dda541d641f55e9e8b92720?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","","2021-11-07T10:27:28Z","future bass,kawaii future bass,genshin,otacore","0.622","0.928","2","-1.342","1","0.131","0.278","0.0000247","0.314","0.864","159.986","4"
"spotify:track:08Thajk4XIvYkNoBtLQWdA","Space Boy","spotify:artist:1NfT4THLhxNASM4xVImfNg","AIKA","spotify:album:48VINGjzUlcJc3TGTKGyWW","K.O.U. (Original Game Soundtrack)","spotify:artist:1NfT4THLhxNASM4xVImfNg","AIKA","2021-06-14","https://i.scdn.co/image/ab67616d0000b273bcc3f65a6c98c3027af9683b","1","1","127734","","false","36","","2021-11-07T10:24:36Z","future bass,kawaii future bass","0.659","0.8","9","-2.806","1","0.0578","0.33","0.0000271","0.0388","0.305","128.032","4"
"spotify:track:1d9TH6UbBljrMUh3CV21Nj","Call Me a Fool","spotify:artist:7HoyQiwbj67vedZeOSFQSJ","Perlo","spotify:album:3qq5vTW7xGBgSD9YHrc84B","Day by Day","spotify:artist:7HoyQiwbj67vedZeOSFQSJ","Perlo","2018-08-31","https://i.scdn.co/image/ab67616d0000b273942f0a4ed203350b5464679a","1","1","204556","https://p.scdn.co/mp3-preview/ea6cbcce4adda5275d824dd9515f0c70811ef1c2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","","2021-11-07T09:36:22Z","ambient folk","0.568","0.669","5","-4.807","0","0.0316","0.528","0.446","0.108","0.381","119.95","4"
"spotify:track:2u4bBzGDtigNmwCh9ycbES","Stop Making Yourself Miserable","spotify:artist:5uvVjg5SwNjvNE4w7HlGJC","Vasudeva","spotify:album:0NtIwXBqFlMHoQzmqXjP1R","Life in Cycles","spotify:artist:5uvVjg5SwNjvNE4w7HlGJC","Vasudeva","2013-07-23","https://i.scdn.co/image/ab67616d0000b273fba0e9b665399d2bb41bf68f","1","3","347200","https://p.scdn.co/mp3-preview/cd5961d8c658241af4a0bcaf400f399531117829?cid=9950ac751e34487dbbe027c4fd7f8e99","false","22","","2021-11-07T09:19:40Z","instrumental math rock","0.308","0.81","11","-6.524","1","0.0385","0.0114","0.818","0.202","0.401","107.193","5"
"spotify:track:2P5U8ebxdAFQ3fZpeizwZm","マヨイガ","spotify:artist:6S8w5rLsEwjN21jQeRES0n, spotify:artist:3l4KxDy6jXb9KjUhShbRR5, spotify:artist:71f0SNekyWqlqbyi8cyp05","Hitsujibungaku, 蓮沼執太フィル, Shuta Hasunuma","spotify:album:7N1tYjZ22IGKQYDdqvKefO","you love","spotify:artist:6S8w5rLsEwjN21jQeRES0n","Hitsujibungaku","2021-08-25","https://i.scdn.co/image/ab67616d0000b2731aec94517652a7127223434f","1","6","249160","https://p.scdn.co/mp3-preview/96b436179b203a2bb4d9dd302d6dea4ca7623289?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","","2021-10-10T07:59:17Z","j-pop,j-poprock,j-rock,japanese alternative rock,japanese shoegaze,city pop,j-indie,japanese jazz fusion,experimental ambient,j-ambient","0.505","0.656","8","-6.676","1","0.0422","0.132","0.0000494","0.248","0.606","156.068","4"
